name,url,country,type
La Opinión de Murcia,https://www.laopiniondemurcia.es/,Spain,newspaper
La Verdad,https://www.laverdad.es/,Spain,newspaper
Levante-EMV,https://www.levante-emv.com/,Spain,newspaper
Majorca Daily Bulletin,https://www.majorcadailybulletin.com/,Spain,newspaper
Marca,https://www.marca.com/,Spain,newspaper
Mediterráneo,https://www.elperiodicomediterraneo.com/,Spain,newspaper
La Nueva España,https://www.lne.es/,Spain,newspaper
El Norte de Castilla,https://www.elnortedecastilla.es/,Spain,newspaper
Noticias de Gipuzkoa,https://www.noticiasdegipuzkoa.eus/,Spain,newspaper
La Nueva Crónica,https://www.lanuevacronica.com/,Spain,newspaper
El Punt Avui,https://www.elpuntavui.cat/,Spain,newspaper
Regió7,https://www.regio7.cat/,Spain,newspaper
El Progreso,https://www.elprogreso.es/,Spain,newspaper
La Rioja,https://www.larioja.com/,Spain,newspaper
La Voz de Galicia,https://www.lavozdegalicia.es/,Spain,newspaper
Segre,https://www.segre.com/,Spain,newspaper
Sport,https://www.sport.es/,Spain,newspaper
Superdeporte,https://www.superdeporte.es/,Spain,newspaper
Última Hora,https://www.ultimahora.es/,Spain,newspaper
Viva Jerez,https://www.vivajerez.es/,Spain,newspaper
