name,url,country,type
La Opinión de Málaga,https://www.laopiniondemalaga.es/,Spain,newspaper
Faro de Vigo,https://www.farodevigo.es/,Spain,newspaper
Diario de Cádiz,https://www.diariodecadiz.es/,Spain,newspaper
El Punt Avui,https://www.elpuntavui.cat/,Spain,newspaper
Diario de Burgos,https://www.diariodeburgos.es/,Spain,newspaper
Diario Sur,https://www.diariosur.es/,Spain,newspaper
Ideal,https://www.ideal.es/,Spain,newspaper
El Día,https://www.eldia.es/,Spain,newspaper
El Adelantado de Segovia,https://www.eladelantado.com/,Spain,newspaper
Diario de Ávila,https://www.diariodeavila.es/,Spain,newspaper
El Progreso,https://www.elprogreso.es/,Spain,newspaper
La Rioja,https://www.larioja.com/,Spain,newspaper
Hoy,https://www.hoy.es/,Spain,newspaper
Mediterráneo,https://www.elperiodicomediterraneo.com/,Spain,newspaper
El Diario Vasco,https://www.diariovasco.com/,Spain,newspaper
La Gaceta de Salamanca,https://www.lagacetadesalamanca.es/,Spain,newspaper
La Tribuna de Toledo,https://www.latribunadetoledo.es/,Spain,newspaper
Diario de Ibiza,https://www.diariodeibiza.es/,Spain,newspaper
El Correo Gallego,https://www.elcorreogallego.es/,Spain,newspaper
Diario de Pontevedra,https://www.diariodepontevedra.es/,Spain,newspaper

