name,url,country,type
La Información,https://www.lainformacion.com.do/,Dominican Republic,newspaper
Diario Hispaniola,http://diariohispaniola.com/,Dominican Republic,newspaper
El Jaya,http://www.eljaya.com/,Dominican Republic,newspaper
Costa Verde DR,https://costaverdedr.com/,Dominican Republic,newspaper
El Faro,https://www.elfaro.com.do/,Dominican Republic,newspaper
El Nuevo Diario,http://www.elnuevodiario.com.do/,Dominican Republic,newspaper
El Sol de Santiago,https://elsoldesantiago.com/,Dominican Republic,newspaper
El Nuevo Herald,https://www.elnuevoherald.com/,United States (Spanish),newspaper
La Opinión,https://www.laopinion.com/,United States (Spanish),newspaper
El Diario NY,https://eldiariony.com/,United States (Spanish),newspaper
La Prensa,https://www.laprensasa.com/,United States (Spanish),newspaper
El Mundo,https://elmundonewspaper.com/,United States (Spanish),newspaper
Excélsior,https://www.excelsiorcalifornia.com/,United States (Spanish),newspaper
La Raza,https://laraza.com/,United States (Spanish),newspaper
El Tiempo Latino,https://eltiempolatino.com/,United States (Spanish),newspaper
El Clasificado,https://elclasificado.com/,United States (Spanish),newspaper
Impacto Latin News,http://www.impactolatin.com/,United States (Spanish),newspaper
El Popular,https://www.elpopularnews.com/,United States (Spanish),newspaper
Vida en el Valle,https://vidaenelvalle.com/,United States (Spanish),newspaper
Rumbo,https://rumbotx.com/,United States (Spanish),newspaper
