name,url,country,type
Diario de Centro América,https://dca.gob.gt/,Guatemala,newspaper
La Hora,https://lahora.gt/,Guatemala,newspaper
El Quetzalteco,https://www.elperiodico.com.gt/es/,Guatemala,newspaper
Guatemala.com,https://www.guatemala.com/,Guatemala,newspaper
República,https://republica.gt/,Guatemala,newspaper
Publinews,https://www.publinews.gt/gt/,Guatemala,newspaper
Emisoras Unidas,https://emisorasunidas.com/,Guatemala,newspaper
Guatevision,https://www.guatevision.com/,Guatemala,newspaper
El Metropolitano,https://elmetropolitano.com.gt/,Guatemala,newspaper
Soy502,https://www.soy502.com/,Guatemala,newspaper
Diario El Mundo,https://elmundo.sv/,El Salvador,newspaper
La Prensa Gráfica,https://www.laprensagrafica.com/,El Salvador,newspaper
El Diario de Hoy,https://www.elsalvador.com/,El Salvador,newspaper
El Faro,https://elfaro.net/,El Salvador,newspaper
Diario Co Latino,https://www.diariocolatino.com/,El Salvador,newspaper
El Salvador Times,https://www.elsalvadortimes.com/,El Salvador,newspaper
Contrapunto,https://www.contrapunto.com.sv/,El Salvador,newspaper
Diario1,https://diario1.com/,El Salvador,newspaper
El Blog,https://www.elblog.com/,El Salvador,newspaper
Cronio,https://cronio.sv/,El Salvador,newspaper
