name,url,country,type
El Heraldo de Chihuahua,https://www.elheraldodechihuahua.com.mx/,Mexico,newspaper
El Sol de Hermosillo,https://www.elsoldehermosillo.com.mx/,Mexico,newspaper
El Sol de Parral,https://www.elsoldeparral.com.mx/,Mexico,newspaper
La Opinión de Poza Rica,https://www.laopinion.net/,Mexico,newspaper
El Sol de Durango,https://www.elsoldedurango.com.mx/,Mexico,newspaper
El Sol de León,https://www.elsoldeleon.com.mx/,Mexico,newspaper
El Heraldo de Saltillo,https://www.elheraldodesaltillo.mx/,Mexico,newspaper
El Sol de Irapuato,https://www.elsoldeirapuato.com.mx/,Mexico,newspaper
El Sol de Cuautla,https://www.elsoldecuautla.com.mx/,Mexico,newspaper
El Sol de Morelia,https://www.elsoldemorelia.com.mx/,Mexico,newspaper
El Sol de Tampico,https://www.elsoldetampico.com.mx/,Mexico,newspaper
El Sol de Puebla,https://www.elsoldepuebla.com.mx/,Mexico,newspaper
El Sol de Tulancingo,https://www.elsoldetulancingo.com.mx/,Mexico,newspaper
El Sol de Mazatlán,https://www.elsoldemazatlan.com.mx/,Mexico,newspaper
El Diario de Coahuila,https://www.eldiariodecoahuila.com.mx/,Mexico,newspaper
El Sol de Cuernavaca,https://www.elsoldecuernavaca.com.mx/,Mexico,newspaper
El Sol de San Luis,https://www.elsoldesanluis.com.mx/,Mexico,newspaper
El Sol de Orizaba,https://www.elso.com.mx/,Mexico,newspaper
El Sol de Hidalgo,https://www.elsoldehidalgo.com.mx/,Mexico,newspaper
El Sol de Tlaxcala,https://www.elsoldetlaxcala.com.mx/,Mexico,newspaper

