name,url,country,type
El Tiempo,https://www.eltiempo.com/,Colombia,newspaper
El Espectador,https://www.elespectador.com/,Colombia,newspaper
El Colombiano,https://www.elcolombiano.com/,Colombia,newspaper
El Heraldo,https://www.elheraldo.co/,Colombia,newspaper
El País,https://www.elpais.com.co/,Colombia,newspaper
Vanguardia,https://www.vanguardia.com/,Colombia,newspaper
La República,https://www.larepublica.co/,Colombia,newspaper
Portafolio,https://www.portafolio.co/,Colombia,newspaper
El Nuevo Siglo,https://www.elnuevosiglo.com.co/,Colombia,newspaper
La Opinión,https://www.laopinion.com.co/,Colombia,newspaper
La Patria,https://www.lapatria.com/,Colombia,newspaper
El Universal,https://www.eluniversal.com.co/,Colombia,newspaper
El Mundo,https://www.elmundo.com/,Colombia,newspaper
Diario del Huila,https://www.diariodelhuila.com/,Colombia,newspaper
El Diario del Otún,https://www.eldiario.com.co/,Colombia,newspaper
Diario del Cauca,https://diariodelcauca.com.co/,Colombia,newspaper
El Frente,https://www.elfrente.com.co/,Colombia,newspaper
La Tarde,https://www.latarde.com/,Colombia,newspaper
Diario del Norte,https://www.diariodelnorte.net/,Colombia,newspaper
Q'Hubo,https://www.qhubo.com/,Colombia,newspaper
