name,url,country,type
El Informador,https://www.el-informador.com/,Venezuela,newspaper
El Nuevo País y Zeta,https://enpaiszeta.com/,Venezuela,newspaper
Ciudad Valencia,https://ciudadvalencia.com.ve/,Venezuela,newspaper
El Universal,http://www.eluniversal.com/,Venezuela,newspaper
La Voce d'Italia,https://www.lavoceditalia.com/,Venezuela,newspaper
La Prensa de Monagas,https://laverdaddemonagas.com/,Venezuela,newspaper
Noticias de Aquí,https://noticiasdeaqui.net/,Venezuela,newspaper
Punto de Corte,https://puntodecorte.com/,Venezuela,newspaper
La Calle,https://lacalle.com.ve/,Venezuela,newspaper
Barinas,https://www.barinas.net.ve/,Venezuela,newspaper
Avance,https://www.diarioavance.com/,Venezuela,newspaper
El Tubazo Digital,https://www.eltubazodigital.com/,Venezuela,newspaper
Que Pasa,https://www.quepasa.com.ve/,Venezuela,newspaper
Noticias Barquisimeto,https://www.noticiasbarquisimeto.com/,Venezuela,newspaper
La Región,https://www.diariolaregion.net/,Venezuela,newspaper
El Periodiquito,https://elperiodiquito.com/,Venezuela,newspaper
La Nueva Prensa,https://lanuevaprensa.com.ve/,Venezuela,newspaper
El Prospecto,https://www.elprospecto.net/,Venezuela,newspaper
Primicias24,https://www.primicias24.com/,Venezuela,newspaper
El Clarín,https://www.elclarin.net.ve/,Venezuela,newspaper
