name,url,country,type
El Mercurio,http://www.elmercurio.com/,Chile,newspaper
La Tercera,https://www.latercera.com/,Chile,newspaper
La Cuarta,https://www.lacuarta.com/,Chile,newspaper
La Nación,https://www.lanacion.cl/,Chile,newspaper
El Mostrador,https://www.elmostrador.cl/,Chile,newspaper
Emol,https://www.emol.com/,Chile,newspaper
Las Últimas Noticias,https://www.lun.com/,Chile,newspaper
Diario Financiero,https://www.df.cl/,Chile,newspaper
The Clinic,https://www.theclinic.cl/,Chile,newspaper
El Ciudadano,https://www.elciudadano.com/,Chile,newspaper
El Siglo,https://www.elsiglo.cl/,Chile,newspaper
El Día,https://www.diarioeldia.cl/,Chile,newspaper
El Sur,https://www.elsur.cl/,Chile,newspaper
El Austral,https://www.australosorno.cl/,Chile,newspaper
El Longino,http://www.diarioellongino.cl/,Chile,newspaper
La Prensa Austral,https://laprensaaustral.cl/,Chile,newspaper
El Pingüino,https://elpinguino.com/,Chile,newspaper
La Estrella de Iquique,https://www.estrellaIquique.cl/,Chile,newspaper
La Estrella de Arica,https://www.estrellaarica.cl/,Chile,newspaper
La Estrella de Valparaíso,https://www.estrellavalpo.cl/,Chile,newspaper

