name,url,country,type
El Sol de Salamanca,https://www.elsoldesalamanca.com.mx/,Mexico,newspaper
Diario de Xalapa,https://www.diariodexalapa.com.mx/,Mexico,newspaper
El Sol de Córdoba,https://www.elsoldecordoba.com.mx/,Mexico,newspaper
El Sol de Centro,https://www.elsoldecentro.com.mx/,Mexico,newspaper
El Sol de la Laguna,https://www.elsoldelalaguna.com.mx/,Mexico,newspaper
El Sol del Bajío,https://www.elsoldelbajio.com.mx/,Mexico,newspaper
El Sol de la Tarde,https://www.elsoldelatarde.com.mx/,Mexico,newspaper
La Voz de la Frontera,https://www.lavozdelafrontera.com.mx/,Mexico,newspaper
El Sol del Sur,https://www.elsoldelsur.com.mx/,Mexico,newspaper
Diario de Morelos,https://www.diariodemorelos.com/,Mexico,newspaper
El Sol del Pacífico,https://www.elsoldelpacifico.com.mx/,Mexico,newspaper
El Sol de Zamora,https://www.elsoldezamora.com.mx/,Mexico,newspaper
El Heraldo de Aguascalientes,https://www.heraldo.mx/,Mexico,newspaper
El Heraldo de México,https://heraldodemexico.com.mx/,Mexico,newspaper
20 Minutos México,https://www.20minutos.com.mx/,Mexico,newspaper
El Sol de Nayarit,https://www.elsoldenayarit.mx/,Mexico,newspaper
El Sol de Tijuana,https://www.elsoldetijuana.com.mx/,Mexico,newspaper
El Sol de Cuautla,https://www.elsoldecuautla.com.mx/,Mexico,newspaper
La Voz de Michoacán,https://www.lavozdemichoacan.com.mx/,Mexico,newspaper
El Sol de Tlaxcala,https://www.elsoldetlaxcala.com.mx/,Mexico,newspaper
