name,url,country,type
El Universal,https://www.eluniversal.com.mx/,Mexico,newspaper
Reforma,https://www.reforma.com/,Mexico,newspaper
La Jornada,https://www.jornada.com.mx/,Mexico,newspaper
Excélsior,https://www.excelsior.com.mx/,Mexico,newspaper
Milenio,https://www.milenio.com/,Mexico,newspaper
El Financiero,https://www.elfinanciero.com.mx/,Mexico,newspaper
El Economista,https://www.eleconomista.com.mx/,Mexico,newspaper
El Sol de México,https://www.elsoldemexico.com.mx/,Mexico,newspaper
Diario de México,https://www.diariodemexico.com/,Mexico,newspaper
La Crónica de Hoy,https://www.cronica.com.mx/,Mexico,newspaper
El Imparcial,https://www.elimparcial.com/,Mexico,newspaper
Diario de Yucatán,https://www.yucatan.com.mx/,Mexico,newspaper
El Heraldo de México,https://heraldodemexico.com.mx/,Mexico,newspaper
24 Horas,https://www.24-horas.mx/,Mexico,newspaper
El Debate,https://www.debate.com.mx/,Mexico,newspaper
La Razón,https://www.razon.com.mx/,Mexico,newspaper
El Informador,https://www.informador.mx/,Mexico,newspaper
El Siglo de Torreón,https://www.elsiglodetorreon.com.mx/,Mexico,newspaper
El Diario de Juárez,https://diario.mx/,Mexico,newspaper
El Mañana,https://www.elmanana.com/,Mexico,newspaper
