name,url,country,type
La Prensa,https://www.laprensa.com.ni/,Nicaragua,newspaper
El Nuevo Diario,http://www.elnuevodiario.com.ni/,Nicaragua,newspaper
Confidencial,https://confidencial.com.ni/,Nicaragua,newspaper
Hoy,https://www.hoy.com.ni/,Nicaragua,newspaper
La Voz del Sandinismo,https://www.lavozdelsandinismo.com/,Nicaragua,newspaper
Bolsa de Noticias,https://www.bolsadenoticias.com.ni/,Nicaragua,newspaper
El 19 Digital,https://www.el19digital.com/,Nicaragua,newspaper
Nicaragua Hoy,http://nicaraguahoy.info/,Nicaragua,newspaper
TN8,https://www.tn8.tv/,Nicaragua,newspaper
Trinchera de la Noticia,https://www.trincheraonline.com/,Nicaragua,newspaper
Listín Diario,https://listindiario.com/,Dominican Republic,newspaper
Diario Libre,https://www.diariolibre.com/,Dominican Republic,newspaper
El Caribe,https://www.elcaribe.com.do/,Dominican Republic,newspaper
Hoy,https://hoy.com.do/,Dominican Republic,newspaper
El Nacional,https://elnacional.com.do/,Dominican Republic,newspaper
El Día,https://eldia.com.do/,Dominican Republic,newspaper
Acento,https://acento.com.do/,Dominican Republic,newspaper
Noticias SIN,https://noticiassin.com/,Dominican Republic,newspaper
Z Digital,https://z101digital.com/,Dominican Republic,newspaper
El Nuevo Diario,https://elnuevodiario.com.do/,Dominican Republic,newspaper
